SaleID,DateOfSale,TotalAmount,CustomerID,EmployeeID
708,5/20/2011,5876,822,104
400,5/8/2018,8185,706,656
996,12/16/2001,3068,62,588
169,9/25/2011,8992,844,772
211,10/14/2006,3503,588,708
232,11/16/2000,3703,677,351
730,4/24/2000,6846,42,784
732,1/11/2014,3749,509,993
387,1/1/2014,7445,149,437
173,7/9/2001,3844,428,705
574,4/3/2018,6923,256,30
291,1/17/2022,5398,420,330
162,10/22/2004,6617,488,666
997,3/26/2020,4855,920,359
260,1/1/2017,8337,903,13
527,7/2/2014,8158,28,926
764,5/14/2007,5322,947,476
299,8/1/2021,6319,912,333
738,8/25/2020,4341,838,780
164,1/27/2010,6440,893,86
240,4/18/2022,1128,84,669
156,2/15/2022,4652,701,604
913,7/3/2009,1385,597,155
635,11/23/2012,7087,617,906
805,12/26/2008,6190,581,575
60,4/27/2005,7781,197,84
47,9/2/2011,2290,379,93
920,10/19/2007,2685,325,333
484,3/10/2017,9444,877,480
284,1/25/2009,2749,112,673
997,9/7/2000,5754,258,99
336,1/6/2018,5276,15,787
786,3/2/2002,4092,161,315
538,1/18/2015,7818,257,466
183,2/17/2000,3130,319,248
431,7/11/2015,7657,680,334
780,12/12/2004,5275,853,157
726,9/2/2013,9275,938,262
521,5/11/2020,9771,763,276
214,2/16/2001,4220,603,402
944,12/29/2002,8971,172,867
922,3/29/2004,6408,872,200
594,5/5/2014,5072,353,524
815,9/2/2015,5519,404,761
820,3/5/2008,2056,643,333
90,5/2/2014,7081,824,338
209,7/16/2010,7053,948,695
33,12/22/2020,3623,673,927
470,12/11/2013,3284,585,163
56,7/7/2019,6997,564,66
517,8/20/2021,5640,84,694
275,10/31/2001,8000,13,801
528,7/14/2002,9369,638,212
27,8/16/2013,8340,152,208
264,4/22/2002,1632,932,321
67,2/11/2013,4404,635,775
911,3/1/2014,6108,762,369
716,1/12/2011,6568,335,986
203,2/8/2005,6173,445,243
192,7/26/2021,6973,80,199
74,7/25/2017,7706,649,324
413,1/3/2005,1955,831,270
959,8/12/2019,5721,427,557
183,12/23/2014,8131,433,813
167,11/21/2002,5585,102,186
176,6/8/2019,8915,368,996
782,1/21/2016,3394,317,110
89,11/7/2010,2345,756,320
332,11/13/2014,4923,52,603
361,2/8/2004,6501,369,251
564,11/3/2020,6070,401,419
490,9/15/2010,7652,28,465
746,10/27/2001,3068,76,441
96,10/30/2015,1721,631,149
399,9/9/2018,7982,157,14
220,9/19/2015,9583,813,515
398,8/12/2010,9527,802,597
462,3/2/2007,2496,757,520
198,4/21/2009,6955,715,531
630,11/13/2007,9506,479,138
101,8/1/2017,9246,841,186
364,6/15/2018,3778,701,730
320,1/19/2005,7667,479,842
697,2/11/2009,5866,665,346
415,1/16/2006,6009,525,118
378,2/10/2012,5956,512,954
977,12/4/2021,4492,943,395
403,10/14/2005,1087,704,499
25,3/3/2011,1978,456,688
265,7/23/2014,8130,180,139
629,4/27/2014,6574,149,608
559,5/11/2015,2821,254,575
218,7/19/2013,8561,603,282
13,11/28/2011,9506,67,775
699,12/3/2001,9754,188,616
540,11/29/2017,1774,744,555
668,1/15/2010,8438,53,138
815,9/17/2017,2313,617,467
755,11/2/2018,2592,10,586
297,9/24/2003,7601,620,288
916,10/24/2021,4275,57,708
541,7/29/2015,9804,502,16
73,7/31/2000,1007,46,594
732,4/15/2016,1089,44,476
165,1/20/2013,5611,708,901
440,11/8/2005,5161,744,520
242,7/15/2003,2904,894,582
516,11/28/2007,8028,230,714
908,8/8/2004,9726,539,186
564,5/3/2013,4695,854,99
431,3/29/2020,2994,263,603
774,3/27/2006,3771,29,967
347,2/26/2020,4433,75,337
459,3/2/2017,2569,888,594
707,1/29/2022,9165,479,104
855,10/4/2015,4744,964,472
863,6/11/2018,5265,264,502
133,9/14/2016,6576,354,957
469,5/27/2013,2728,228,917
710,9/9/2017,7384,515,530
141,1/6/2002,7830,654,763
854,2/28/2015,5349,93,427
462,5/15/2000,8066,257,291
726,5/3/2012,5201,161,889
406,10/20/2007,6597,390,140
631,5/26/2012,9772,757,664
234,5/31/2012,2979,188,492
313,9/1/2005,7224,389,875
996,12/19/2010,4629,157,219
570,1/28/2022,3766,310,609
636,11/28/2016,7538,792,907
636,7/15/2014,7059,851,191
964,3/16/2006,9090,685,16
322,5/29/2015,1227,77,198
155,6/8/2008,4085,850,967
604,3/23/2004,5218,549,811
102,6/5/2015,5435,782,172
106,1/21/2002,2941,904,664
368,12/14/2019,7196,704,99
409,2/2/2010,6155,522,386
916,12/8/2004,3858,983,828
101,7/5/2003,3063,490,46
790,7/24/2020,2342,299,941
637,12/12/2003,2700,4,89
651,6/29/2018,7179,478,574
489,3/22/2022,2595,637,253
655,3/23/2003,3891,180,597
413,5/24/2002,9046,938,346
318,1/31/2012,8441,912,545
4,10/27/2016,5693,897,327
159,9/23/2004,9242,437,397
106,8/21/2009,6850,801,315
372,1/9/2019,2817,662,408
157,3/6/2022,8212,95,719
397,8/8/2018,5966,404,233
264,1/23/2001,4649,560,751
765,7/3/2001,7787,771,921
254,9/4/2001,1013,315,465
529,12/26/2010,4651,752,413
282,11/23/2018,2729,670,480
511,2/9/2010,9294,160,700
280,11/10/2017,8022,477,870
492,6/5/2006,6580,193,807
233,11/5/2014,3046,287,491
117,10/18/2011,6023,501,48
944,2/2/2019,8901,396,950
703,10/20/2010,8865,954,631
913,4/22/2016,7777,290,992
162,10/8/2012,8485,993,412
895,11/26/2005,2352,247,525
28,7/9/2021,5077,664,38
774,6/8/2019,3758,767,440
138,6/8/2016,5211,827,795
719,7/31/2005,2409,856,287
408,4/5/2010,9791,616,571
325,6/27/2006,7774,946,425
232,8/6/2012,7566,113,237
598,2/16/2016,2210,962,631
207,7/13/2020,3463,92,124
984,12/27/2008,1292,545,386
747,9/23/2015,2070,736,410
900,11/28/2018,3645,543,187
288,7/30/2016,4504,703,113
317,8/31/2016,4365,293,745
971,1/19/2013,9234,457,538
50,7/21/2009,8512,648,327
700,1/22/2018,9314,147,222
