InventoryID,Quantity,LastRestockedDate,ProductID,SupplierID
113,615,6/30/2005,113,113
114,392,1/25/2000,114,114
115,52,10/30/2024,115,115
116,57,1/24/2003,116,116
117,712,5/27/2004,117,117
118,320,4/15/2012,118,118
119,523,6/17/2024,119,119
120,458,1/22/2013,120,120
121,607,10/21/2015,121,121
122,413,12/26/2016,122,122
123,253,8/15/2014,123,123
124,322,5/5/2024,124,124
125,327,7/10/2006,125,125
126,471,8/2/2018,126,126
127,595,8/8/2005,127,127
128,232,9/30/2014,128,128
129,169,2/14/2017,129,129
130,84,5/13/2020,130,130
131,783,2/27/2023,131,131
132,893,2/22/2018,132,132
133,399,12/7/2012,133,133
134,508,2/11/2008,134,134
135,791,9/29/2024,135,135
136,675,12/15/2002,136,136
137,234,1/12/2016,137,137
138,561,6/21/2016,138,138
139,509,5/20/2014,139,139
140,17,7/8/2022,140,140
141,382,9/17/2016,141,141
142,310,10/25/2015,142,142
143,940,3/16/2024,143,143
144,43,9/25/2024,144,144
145,905,6/24/2024,145,145
146,994,11/10/2017,146,146
147,235,1/14/2024,147,147
148,143,12/13/2000,148,148
149,918,1/17/2013,149,149
150,356,7/26/2008,150,150
151,904,11/21/2015,151,151
152,831,8/26/2012,152,152
153,415,2/6/2019,153,153
154,246,3/4/2015,154,154
155,546,8/24/2007,155,155
156,236,6/13/2002,156,156
157,396,11/14/2024,157,157
158,132,12/11/2002,158,158
159,116,2/28/2012,159,159
160,927,7/25/2012,160,160
161,947,10/4/2001,161,161
162,932,6/14/2003,162,162
163,215,5/21/2010,163,163
164,207,4/11/2020,164,164
165,967,8/1/2005,165,165
166,22,7/27/2017,166,166
167,672,10/19/2009,167,167
168,240,8/23/2002,168,168
169,728,12/14/2024,169,169
170,556,6/4/2024,170,170
171,152,1/12/2000,171,171
172,393,9/18/2017,172,172
173,773,3/14/2019,173,173
174,572,5/15/2013,174,174
175,721,1/12/2005,175,175
176,693,2/18/2005,176,176
177,904,11/26/2007,177,177
178,803,1/16/2012,178,178
179,985,8/3/2009,179,179
180,965,2/20/2018,180,180
181,749,9/18/2024,181,181
182,241,12/18/2006,182,182
183,665,10/9/2006,183,183
184,331,12/2/2009,184,184
185,103,7/6/2014,185,185
186,221,4/25/2022,186,186
187,170,9/7/2015,187,187
188,782,8/22/2002,188,188
189,116,10/22/2011,189,189
190,994,12/18/2003,190,190
191,653,4/19/2004,191,191
192,47,9/19/2016,192,192
193,672,11/23/2004,193,193
194,248,3/13/2022,194,194
195,95,9/20/2000,195,195
196,639,4/21/2023,196,196
197,1,1/5/2007,197,197
198,500,10/24/2002,198,198
199,900,5/14/2010,199,199
200,508,9/11/2021,200,200
201,30,11/1/2018,201,201
202,394,8/7/2017,202,202
203,469,2/24/2014,203,203
204,366,9/10/2006,204,204
205,491,4/26/2014,205,205
206,454,4/29/2000,206,206
207,740,6/7/2012,207,207
208,226,10/20/2010,208,208
209,527,12/28/2001,209,209
210,1,8/9/2022,210,210
211,868,9/10/2023,211,211
212,963,9/11/2017,212,212
213,658,10/3/2015,213,213
214,301,12/6/2010,214,214
215,938,4/6/2008,215,215
216,141,7/30/2011,216,216
217,521,4/23/2002,217,217
218,799,1/17/2000,218,218
219,284,8/1/2013,219,219
220,136,6/9/2007,220,220
221,53,11/11/2016,221,221
222,555,8/12/2009,222,222
223,394,9/29/2013,223,223
224,342,1/20/2004,224,224
225,464,2/21/2002,225,225
226,550,3/14/2022,226,226
227,866,4/2/2020,227,227
228,437,12/30/2015,228,228
229,203,12/22/2023,229,229
230,362,6/24/2009,230,230
231,641,2/3/2009,231,231
232,162,7/16/2004,232,232
233,982,8/30/2023,233,233
234,507,10/11/2009,234,234
235,382,5/29/2015,235,235
236,233,8/6/2004,236,236
237,286,2/10/2023,237,237
238,53,6/2/2015,238,238
239,658,9/24/2023,239,239
240,483,6/29/2020,240,240
241,875,1/23/2024,241,241
242,570,2/3/2003,242,242
243,373,5/6/2000,243,243
244,724,11/22/2002,244,244
245,938,1/12/2021,245,245
246,167,10/17/2004,246,246
247,887,11/30/2023,247,247
248,361,3/5/2001,248,248
249,978,11/27/2001,249,249
250,567,4/26/2006,250,250
251,616,11/21/2003,251,251
252,45,7/1/2004,252,252
253,184,6/19/2003,253,253
254,280,1/19/2009,254,254
255,461,12/28/2021,255,255
256,890,11/20/2018,256,256
257,288,9/8/2005,257,257
258,239,2/26/2008,258,258
259,421,7/11/2002,259,259
260,965,5/15/2013,260,260
261,511,6/5/2007,261,261
262,565,12/21/2008,262,262
263,986,1/7/2006,263,263
264,230,8/15/2009,264,264
265,95,4/12/2005,265,265
266,530,11/18/2016,266,266
267,30,4/17/2015,267,267
268,852,12/15/2018,268,268
269,431,9/14/2004,269,269
270,939,11/4/2018,270,270
271,907,9/11/2011,271,271
272,513,5/10/2002,272,272
273,357,11/24/2010,273,273
274,94,7/26/2010,274,274
275,923,10/1/2023,275,275
276,61,4/2/2002,276,276
277,441,10/17/2016,277,277
278,667,10/8/2024,278,278
279,65,8/6/2002,279,279
280,689,3/10/2017,280,280
281,75,7/25/2023,281,281
282,879,7/1/2010,282,282
283,172,9/9/2016,283,283
284,599,5/27/2004,284,284
285,221,10/14/2016,285,285
286,437,5/31/2000,286,286
287,987,1/6/2008,287,287
288,437,12/5/2019,288,288
289,998,1/29/2011,289,289
290,532,7/3/2001,290,290
291,35,8/21/2013,291,291
292,681,4/1/2014,292,292
293,887,9/13/2022,293,293
294,676,10/11/2018,294,294
295,567,6/27/2007,295,295
296,828,4/6/2018,296,296
297,618,7/19/2017,297,297
298,747,11/18/2003,298,298
299,443,2/17/2008,299,299
300,754,5/6/2016,300,300
301,896,1/17/2011,301,301
302,754,2/3/2007,302,302
303,85,7/15/2017,303,303
304,740,6/25/2018,304,304
305,521,11/28/2012,305,305
306,325,3/9/2023,306,306
307,844,2/16/2022,307,307
308,172,1/26/2023,308,308
309,487,7/20/2020,309,309
310,674,2/7/2009,310,310
311,533,5/30/2014,311,311
312,362,7/29/2005,312,312
313,444,8/7/2020,313,313
314,742,10/7/2001,314,314
315,16,1/7/2006,315,315
316,662,9/18/2002,316,316
317,523,6/21/2010,317,317
318,799,4/27/2020,318,318
319,203,10/22/2005,319,319
320,133,10/27/2023,320,320
321,314,8/24/2019,321,321
322,455,7/28/2014,322,322
323,494,4/1/2017,323,323
324,856,3/14/2023,324,324
325,174,8/30/2004,325,325
326,892,10/3/2001,326,326
327,810,4/1/2017,327,327
328,268,12/3/2001,328,328
329,45,7/11/2019,329,329
330,761,8/19/2023,330,330
331,761,12/28/2022,331,331
332,798,4/3/2009,332,332
333,377,10/23/2020,333,333
334,498,8/16/2009,334,334
335,410,8/24/2015,335,335
336,431,6/30/2011,336,336
337,848,4/15/2023,337,337
338,600,5/6/2011,338,338
339,275,11/16/2021,339,339
340,399,7/18/2015,340,340
341,877,7/19/2008,341,341
342,153,12/1/2006,342,342
343,40,4/22/2024,343,343
344,303,6/9/2016,344,344
345,856,5/14/2000,345,345
346,969,11/15/2017,346,346
347,624,9/15/2002,347,347
348,603,9/18/2020,348,348
349,473,6/1/2021,349,349
350,271,6/14/2004,350,350
351,566,12/22/2011,351,351
352,547,2/27/2017,352,352
353,14,10/1/2012,353,353
354,876,10/31/2015,354,354
355,18,7/9/2010,355,355
356,263,1/22/2005,356,356
357,966,8/31/2022,357,357
358,630,9/29/2005,358,358
359,957,9/6/2016,359,359
360,76,10/3/2014,360,360
361,357,8/10/2006,361,361
362,907,9/11/2013,362,362
363,805,5/20/2024,363,363
364,419,5/19/2009,364,364
365,979,11/23/2007,365,365
366,196,9/13/2012,366,366
367,56,10/16/2015,367,367
368,390,4/14/2014,368,368
369,580,5/1/2017,369,369
370,22,12/19/2023,370,370
371,928,12/9/2016,371,371
372,768,5/16/2001,372,372
373,923,5/18/2015,373,373
374,34,8/27/2013,374,374
375,695,1/7/2022,375,375
376,681,2/2/2017,376,376
377,803,1/24/2011,377,377
378,92,9/19/2023,378,378
379,804,11/23/2016,379,379
380,660,12/14/2011,380,380
381,144,11/28/2000,381,381
382,251,6/24/2006,382,382
383,385,7/12/2014,383,383
384,761,1/10/2021,384,384
385,142,1/21/2020,385,385
386,885,5/16/2013,386,386
387,307,3/5/2016,387,387
388,681,4/29/2007,388,388
389,70,9/9/2005,389,389
390,270,2/23/2015,390,390
391,837,10/6/2001,391,391
392,16,7/8/2012,392,392
393,283,2/16/2002,393,393
394,36,5/26/2022,394,394
395,835,8/30/2013,395,395
396,798,11/22/2013,396,396
397,108,5/7/2007,397,397
398,36,9/22/2016,398,398
399,97,3/28/2014,399,399
400,306,5/15/2003,400,400
401,414,5/11/2002,401,401
402,44,9/19/2009,402,402
403,591,1/28/2003,403,403
404,978,9/30/2013,404,404
405,928,8/24/2012,405,405
406,738,6/25/2004,406,406
407,437,5/2/2024,407,407
408,848,4/14/2017,408,408
409,40,4/17/2021,409,409
410,588,2/6/2017,410,410
411,182,1/12/2008,411,411
412,436,2/15/2014,412,412
413,961,5/20/2009,413,413
414,352,12/21/2018,414,414
415,700,1/14/2021,415,415
416,722,1/31/2022,416,416
417,395,3/6/2019,417,417
418,227,3/1/2021,418,418
419,127,11/7/2018,419,419
420,543,9/12/2017,420,420
421,631,1/30/2010,421,421
422,866,5/24/2011,422,422
423,91,3/15/2012,423,423
424,586,6/8/2005,424,424
425,967,9/12/2015,425,425
426,709,9/4/2008,426,426
427,874,6/12/2015,427,427
428,438,4/30/2022,428,428
429,114,4/23/2007,429,429
430,863,7/21/2008,430,430
431,928,11/12/2012,431,431
432,487,6/17/2015,432,432
433,96,12/7/2016,433,433
434,753,9/25/2014,434,434
435,585,3/6/2012,435,435
436,205,12/27/2003,436,436
437,967,11/24/2014,437,437
438,353,4/20/2015,438,438
439,106,2/16/2012,439,439
440,142,5/27/2011,440,440
441,601,6/7/2007,441,441
442,395,12/12/2012,442,442
443,554,10/26/2012,443,443
444,942,9/17/2017,444,444
445,42,9/27/2012,445,445
446,497,7/25/2008,446,446
447,242,6/27/2010,447,447
448,182,8/17/2004,448,448
449,83,8/10/2002,449,449
450,627,11/20/2003,450,450
451,447,10/4/2007,451,451
452,551,12/16/2000,452,452
453,713,9/8/2024,453,453
454,416,1/23/2024,454,454
455,375,1/2/2019,455,455
456,828,1/12/2017,456,456
457,788,7/25/2006,457,457
458,885,10/21/2001,458,458
459,788,7/9/2017,459,459
460,655,4/17/2013,460,460
461,616,10/22/2022,461,461
462,373,3/9/2024,462,462
463,33,9/24/2015,463,463
464,168,1/30/2024,464,464
465,554,10/27/2013,465,465
466,593,9/17/2021,466,466
467,728,12/11/2017,467,467
468,4,6/24/2023,468,468
469,5,9/13/2008,469,469
470,350,8/29/2008,470,470
471,711,11/9/2014,471,471
472,840,2/16/2024,472,472
473,157,6/15/2019,473,473
474,232,9/6/2016,474,474
475,485,4/29/2007,475,475
476,709,3/8/2012,476,476
477,992,1/9/2013,477,477
478,628,6/13/2001,478,478
479,795,5/31/2004,479,479
480,591,12/19/2004,480,480
481,926,3/30/2008,481,481
482,846,4/12/2001,482,482
483,125,5/7/2017,483,483
484,546,8/14/2014,484,484
485,620,11/5/2004,485,485
486,486,10/17/2021,486,486
487,116,5/23/2001,487,487
488,172,1/27/2024,488,488
489,894,6/1/2009,489,489
490,216,7/24/2023,490,490
491,482,10/1/2019,491,491
492,431,11/12/2013,492,492
493,457,5/22/2005,493,493
494,680,3/15/2002,494,494
495,203,3/18/2006,495,495
496,553,6/6/2004,496,496
497,548,2/17/2013,497,497
498,272,5/4/2000,498,498
499,392,10/12/2018,499,499
500,279,1/11/2014,500,500
501,507,4/4/2006,501,501
502,474,7/3/2010,502,502
503,622,11/3/2013,503,503
504,30,2/25/2022,504,504
505,385,3/13/2017,505,505
506,321,8/15/2012,506,506
507,711,6/23/2013,507,507
508,408,3/6/2013,508,508
509,898,4/17/2011,509,509
510,744,3/11/2006,510,510
511,12,5/8/2004,511,511
512,661,1/9/2014,512,512
513,518,9/26/2019,513,513
514,514,4/27/2024,514,514
515,838,7/19/2000,515,515
516,387,3/12/2002,516,516
517,593,11/24/2015,517,517
518,496,8/16/2011,518,518
519,933,12/1/2023,519,519
520,156,8/8/2017,520,520
521,881,11/11/2006,521,521
522,18,1/23/2005,522,522
523,145,5/6/2002,523,523
524,884,3/7/2021,524,524
525,766,12/6/2015,525,525
526,375,1/19/2014,526,526
527,345,3/29/2008,527,527
528,417,8/11/2008,528,528
529,618,5/19/2014,529,529
530,59,7/20/2009,530,530
531,825,8/26/2003,531,531
532,833,10/16/2021,532,532
533,53,8/2/2006,533,533
534,902,8/2/2001,534,534
535,992,2/4/2017,535,535
536,702,1/27/2005,536,536
537,897,2/10/2009,537,537
538,368,6/1/2015,538,538
539,674,2/24/2001,539,539
540,23,3/24/2016,540,540
541,354,3/5/2005,541,541
542,568,7/11/2024,542,542
543,238,12/29/2001,543,543
544,473,10/24/2000,544,544
545,390,6/21/2006,545,545
546,703,9/4/2021,546,546
547,626,5/16/2014,547,547
548,805,12/8/2024,548,548
549,859,8/9/2017,549,549
550,418,12/18/2017,550,550
551,534,3/13/2014,551,551
552,116,3/14/2008,552,552
553,485,11/17/2013,553,553
554,517,1/15/2018,554,554
555,22,11/18/2008,555,555
556,547,3/17/2018,556,556
557,539,5/27/2003,557,557
558,507,1/8/2013,558,558
559,424,9/13/2017,559,559
560,312,11/9/2009,560,560
561,428,6/19/2003,561,561
562,395,11/8/2022,562,562
563,382,10/22/2023,563,563
564,305,11/24/2020,564,564
565,721,9/18/2007,565,565
566,802,9/4/2018,566,566
567,5,6/16/2013,567,567
568,612,2/6/2007,568,568
569,784,4/29/2022,569,569
570,298,6/8/2002,570,570
571,745,4/21/2011,571,571
572,469,1/5/2009,572,572
573,700,1/21/2014,573,573
574,158,10/18/2006,574,574
575,472,12/12/2013,575,575
576,291,10/28/2008,576,576
577,62,7/4/2020,577,577
578,155,4/15/2004,578,578
579,29,7/10/2007,579,579
580,695,11/20/2005,580,580
581,995,3/18/2022,581,581
582,922,4/17/2016,582,582
583,244,1/8/2012,583,583
584,335,1/29/2024,584,584
585,250,3/28/2014,585,585
586,877,2/3/2010,586,586
587,155,12/2/2019,587,587
588,870,1/17/2000,588,588
589,966,5/19/2007,589,589
590,178,9/20/2005,590,590
591,629,4/9/2011,591,591
592,851,5/14/2006,592,592
593,784,1/21/2004,593,593
594,358,1/22/2001,594,594
595,306,7/14/2006,595,595
596,373,12/8/2015,596,596
597,473,1/27/2011,597,597
598,900,9/18/2013,598,598
599,416,1/6/2014,599,599
600,577,8/27/2009,600,600
601,385,3/16/2001,601,601
602,334,5/1/2016,602,602
603,134,8/10/2019,603,603
604,416,10/11/2013,604,604
605,759,8/19/2003,605,605
606,162,8/16/2007,606,606
607,2,2/11/2013,607,607
608,227,7/30/2023,608,608
609,911,3/29/2008,609,609
610,233,2/16/2019,610,610
611,526,11/25/2008,611,611
612,835,9/14/2004,612,612
613,58,7/21/2007,613,613
614,282,11/10/2006,614,614
615,235,8/3/2007,615,615
616,31,4/18/2023,616,616
617,922,5/12/2005,617,617
618,198,10/5/2008,618,618
619,756,11/19/2013,619,619
620,948,2/23/2007,620,620
621,36,10/26/2004,621,621
622,219,8/25/2005,622,622
623,695,11/19/2018,623,623
624,238,11/25/2006,624,624
625,934,11/8/2006,625,625
626,741,4/19/2024,626,626
627,679,8/11/2018,627,627
628,543,5/12/2000,628,628
629,159,2/19/2001,629,629
630,377,11/7/2012,630,630
631,293,10/30/2020,631,631
632,831,9/17/2000,632,632
633,589,3/12/2014,633,633
634,924,9/28/2014,634,634
635,750,12/29/2024,635,635
636,379,6/11/2012,636,636
637,160,11/6/2017,637,637
638,502,8/30/2001,638,638
639,201,10/17/2019,639,639
640,12,8/19/2022,640,640
641,670,11/14/2009,641,641
642,482,3/16/2006,642,642
643,877,8/20/2008,643,643
644,733,8/21/2017,644,644
645,945,9/29/2018,645,645
646,459,7/12/2014,646,646
647,820,6/9/2003,647,647
648,798,12/13/2006,648,648
649,871,12/2/2002,649,649
650,799,12/25/2010,650,650
651,444,10/22/2004,651,651
652,782,1/31/2014,652,652
653,321,11/3/2024,653,653
654,21,10/11/2024,654,654
655,400,11/28/2017,655,655
656,925,10/20/2018,656,656
657,397,10/8/2001,657,657
658,593,2/7/2008,658,658
659,656,7/27/2010,659,659
660,808,4/17/2016,660,660
661,554,12/14/2000,661,661
662,939,5/1/2012,662,662
663,368,1/28/2018,663,663
664,605,12/27/2019,664,664
665,830,2/8/2003,665,665
666,892,11/19/2002,666,666
667,384,10/26/2007,667,667
668,83,8/28/2013,668,668
669,711,12/23/2014,669,669
670,253,3/31/2001,670,670
671,451,2/11/2006,671,671
672,949,11/14/2011,672,672
673,773,1/20/2023,673,673
674,731,12/9/2024,674,674
675,149,3/5/2022,675,675
676,270,5/18/2024,676,676
677,382,9/17/2014,677,677
678,976,2/9/2023,678,678
679,598,2/11/2013,679,679
680,920,4/1/2001,680,680
681,938,10/18/2013,681,681
682,702,8/7/2024,682,682
683,787,4/22/2011,683,683
684,478,7/28/2015,684,684
685,551,1/17/2016,685,685
686,635,8/20/2013,686,686
687,881,7/21/2023,687,687
688,970,8/5/2004,688,688
689,18,5/19/2023,689,689
690,847,2/26/2016,690,690
691,494,1/29/2005,691,691
692,43,6/13/2013,692,692
693,898,3/26/2007,693,693
694,255,8/21/2019,694,694
695,233,4/6/2002,695,695
696,378,3/11/2012,696,696
697,784,12/3/2011,697,697
698,82,6/3/2022,698,698
699,605,8/28/2015,699,699
700,459,12/11/2006,700,700
701,974,6/27/2001,701,701
702,837,1/18/2000,702,702
703,265,4/26/2010,703,703
704,759,7/19/2021,704,704
705,689,12/8/2003,705,705
706,434,7/23/2008,706,706
707,886,4/22/2022,707,707
708,456,9/9/2013,708,708
709,692,6/12/2015,709,709
710,301,2/21/2011,710,710
711,133,1/12/2024,711,711
712,282,8/30/2021,712,712
713,122,10/30/2018,713,713
714,351,7/30/2005,714,714
715,162,10/6/2016,715,715
716,811,11/28/2021,716,716
717,12,4/9/2010,717,717
718,280,3/15/2014,718,718
719,38,9/21/2002,719,719
720,118,2/23/2013,720,720
721,490,10/6/2012,721,721
722,884,8/17/2023,722,722
723,145,9/12/2012,723,723
724,902,5/6/2017,724,724
725,10,2/25/2012,725,725
726,566,8/30/2023,726,726
727,337,4/30/2008,727,727
728,13,10/18/2018,728,728
729,919,11/2/2001,729,729
730,566,9/8/2011,730,730
731,753,10/24/2010,731,731
732,552,6/24/2002,732,732
733,302,11/4/2000,733,733
734,623,2/2/2011,734,734
735,284,9/16/2017,735,735
736,589,10/25/2019,736,736
737,48,6/18/2015,737,737
738,920,7/7/2008,738,738
739,744,10/12/2019,739,739
740,635,9/20/2014,740,740
741,704,8/10/2015,741,741
742,513,10/15/2010,742,742
743,494,10/28/2010,743,743
744,734,8/4/2009,744,744
745,782,5/23/2009,745,745
746,474,12/30/2011,746,746
747,252,1/19/2015,747,747
748,257,9/20/2000,748,748
749,336,12/17/2018,749,749
750,504,5/25/2021,750,750
751,22,5/13/2018,751,751
752,494,1/6/2003,752,752
753,560,10/5/2021,753,753
754,991,4/27/2000,754,754
755,810,7/4/2005,755,755
756,648,12/5/2003,756,756
757,947,12/11/2000,757,757
758,915,6/19/2009,758,758
759,298,12/31/2014,759,759
760,230,10/8/2000,760,760
761,739,8/1/2014,761,761
762,892,9/18/2003,762,762
763,255,6/29/2009,763,763
764,430,8/18/2016,764,764
765,100,5/14/2022,765,765
766,271,7/11/2023,766,766
767,629,10/4/2017,767,767
768,545,9/12/2001,768,768
769,22,5/31/2018,769,769
770,823,6/19/2014,770,770
771,318,4/9/2010,771,771
772,739,7/28/2020,772,772
773,994,3/5/2011,773,773
774,494,6/1/2001,774,774
775,248,1/17/2011,775,775
776,260,3/28/2000,776,776
777,699,12/1/2008,777,777
778,515,1/20/2009,778,778
779,464,12/2/2018,779,779
780,939,10/23/2019,780,780
781,244,3/21/2000,781,781
782,331,1/19/2019,782,782
783,946,10/18/2003,783,783
784,333,4/10/2019,784,784
785,958,4/13/2000,785,785
786,958,1/23/2023,786,786
787,474,1/3/2012,787,787
788,210,2/26/2015,788,788
789,27,6/21/2017,789,789
790,933,7/6/2015,790,790
791,481,5/26/2017,791,791
792,838,12/20/2003,792,792
793,695,9/29/2001,793,793
794,373,3/16/2021,794,794
795,340,6/3/2023,795,795
796,505,9/7/2018,796,796
797,937,9/9/2004,797,797
798,258,1/25/2015,798,798
799,919,4/1/2010,799,799
800,876,5/5/2017,800,800
801,336,7/29/2011,801,801
802,872,8/4/2002,802,802
803,826,4/5/2024,803,803
804,849,11/26/2016,804,804
805,868,1/24/2019,805,805
806,560,7/9/2016,806,806
807,390,3/2/2017,807,807
808,377,3/4/2004,808,808
809,200,8/14/2004,809,809
810,471,11/2/2013,810,810
811,881,3/14/2021,811,811
812,631,9/13/2022,812,812
813,788,8/9/2002,813,813
814,455,12/12/2006,814,814
815,535,12/7/2022,815,815
816,762,2/6/2022,816,816
817,647,4/26/2018,817,817
818,266,6/10/2024,818,818
819,721,7/17/2010,819,819
820,509,7/5/2001,820,820
821,313,9/19/2005,821,821
822,606,9/22/2002,822,822
823,286,11/17/2017,823,823
824,761,5/20/2008,824,824
825,650,2/9/2003,825,825
826,471,7/15/2017,826,826
827,738,12/10/2014,827,827
828,95,11/15/2010,828,828
829,359,5/8/2010,829,829
830,513,12/18/2012,830,830
831,325,11/7/2001,831,831
832,239,11/14/2006,832,832
833,684,8/22/2010,833,833
834,771,5/31/2013,834,834
835,770,11/26/2000,835,835
836,30,10/15/2013,836,836
837,727,5/29/2000,837,837
838,116,11/16/2014,838,838
839,901,3/17/2016,839,839
840,40,10/5/2022,840,840
841,212,10/8/2022,841,841
842,563,8/18/2023,842,842
843,339,8/3/2000,843,843
844,43,6/10/2019,844,844
845,805,1/17/2013,845,845
846,156,5/16/2010,846,846
847,970,9/2/2016,847,847
848,621,9/27/2005,848,848
849,872,4/13/2004,849,849
850,696,9/11/2014,850,850
851,271,5/2/2018,851,851
852,659,4/19/2012,852,852
853,895,10/12/2004,853,853
854,232,7/22/2004,854,854
855,512,8/5/2015,855,855
856,332,4/18/2012,856,856
857,325,10/7/2003,857,857
858,381,2/21/2015,858,858
859,913,2/22/2007,859,859
860,873,7/4/2009,860,860
861,19,2/28/2012,861,861
862,538,4/20/2022,862,862
863,976,2/4/2023,863,863
864,747,7/3/2018,864,864
865,699,7/20/2001,865,865
866,487,4/20/2019,866,866
867,645,5/18/2003,867,867
868,482,3/31/2008,868,868
869,102,7/1/2008,869,869
870,158,8/30/2000,870,870
871,716,12/23/2012,871,871
872,636,11/3/2024,872,872
873,613,11/1/2023,873,873
874,283,11/3/2023,874,874
875,106,12/3/2023,875,875
876,408,3/23/2018,876,876
877,699,10/21/2018,877,877
878,373,2/25/2022,878,878
879,501,7/10/2024,879,879
880,774,6/22/2010,880,880
881,141,10/3/2016,881,881
882,804,6/13/2013,882,882
883,148,10/3/2021,883,883
884,331,4/30/2015,884,884
885,24,6/23/2006,885,885
886,96,10/20/2014,886,886
887,531,5/13/2001,887,887
888,555,6/3/2005,888,888
889,558,3/31/2003,889,889
890,516,3/25/2019,890,890
891,671,5/9/2021,891,891
892,692,9/23/2014,892,892
893,652,12/13/2019,893,893
894,325,5/25/2012,894,894
895,820,7/26/2013,895,895
896,876,3/8/2024,896,896
897,919,4/25/2014,897,897
898,590,2/28/2010,898,898
899,833,12/13/2004,899,899
900,156,4/8/2008,900,900
901,531,8/2/2009,901,901
902,697,12/12/2015,902,902
903,941,3/2/2012,903,903
904,254,4/4/2011,904,904
905,123,2/12/2003,905,905
906,868,8/15/2001,906,906
907,298,1/20/2002,907,907
908,643,12/13/2023,908,908
909,973,7/10/2003,909,909
910,987,7/11/2003,910,910
911,272,11/26/2002,911,911
912,105,11/16/2008,912,912
913,566,11/18/2000,913,913
914,966,12/7/2005,914,914
915,199,10/5/2016,915,915
916,252,10/31/2001,916,916
917,397,7/30/2003,917,917
918,896,7/16/2024,918,918
919,121,2/12/2009,919,919
920,296,6/5/2002,920,920
921,67,7/11/2017,921,921
922,679,7/15/2012,922,922
923,908,12/26/2020,923,923
924,362,7/20/2015,924,924
925,347,12/2/2024,925,925
926,651,12/25/2000,926,926
927,171,2/18/2004,927,927
928,899,12/7/2019,928,928
929,209,12/26/2020,929,929
