ProductID,ProductName,Price,TypeOfProduct
5610,clothing,6563,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet
8769,electronics,3779,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
2200,toys,4125,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis
5164,clothing,5711,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
6248,food,6338,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
585,clothing,135,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
9927,electronics,3536,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
8724,clothing,3397,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum
5789,home goods,2071,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
3053,clothing,8323,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
7927,clothing,6079,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
8442,food,6603,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
4404,toys,4412,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
3279,toys,2238,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
2948,electronics,7302,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl
5997,home goods,9788,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
763,toys,2981,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
3203,food,7581,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
6281,toys,4872,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
417,electronics,7383,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
7508,electronics,532,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo
9564,clothing,3362,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
9225,toys,8302,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu
8063,food,6690,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet
3675,food,8105,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
3102,food,4625,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
8811,toys,6167,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta
8,clothing,261,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
1505,food,7341,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
8518,home goods,5166,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
44,home goods,2925,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque
506,toys,1172,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien
4758,toys,6904,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
4854,clothing,115,non lectus aliquam sit amet diam in magna bibendum imperdiet
9317,electronics,2442,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
5482,electronics,4173,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
9219,food,8134,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
5943,food,9340,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum
96,food,2986,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien
9410,home goods,6052,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis
9569,home goods,1311,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
5551,clothing,6110,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
5990,toys,8,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in
7571,home goods,143,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
3816,clothing,9661,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
1434,electronics,243,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante
3999,clothing,7784,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
3651,electronics,3359,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
6440,home goods,2156,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
960,food,9691,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
8676,food,9488,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
4112,home goods,7245,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
6907,clothing,5484,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
1753,home goods,4911,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
1267,home goods,1596,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
9864,electronics,3697,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
61,home goods,4656,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet
8577,electronics,120,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
9450,electronics,9740,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
9379,home goods,9690,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
783,clothing,4219,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id
7568,home goods,129,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
7858,clothing,7062,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio
4108,clothing,2704,ac enim in tempor turpis nec euismod scelerisque quam turpis
7490,toys,5249,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
3593,food,9708,congue etiam justo etiam pretium iaculis justo in hac habitasse
2740,toys,8210,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
6540,clothing,2521,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede
9790,food,6228,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
3675,home goods,9425,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
7459,clothing,233,lectus vestibulum quam sapien varius ut blandit non interdum in ante
4203,food,9349,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
4448,clothing,5940,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
2389,clothing,7853,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
8482,home goods,7161,aliquam sit amet diam in magna bibendum imperdiet nullam orci
6290,toys,8304,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan
4041,toys,4767,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
8351,clothing,8449,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis
9793,toys,8328,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
6076,food,6553,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
4225,food,6653,ut erat curabitur gravida nisi at nibh in hac habitasse platea
4383,food,2375,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante
6656,food,2215,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
3716,food,103,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
6855,home goods,3989,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
5371,home goods,3851,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
7641,electronics,2261,libero quis orci nullam molestie nibh in lectus pellentesque at nulla
788,clothing,9929,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
7609,clothing,4980,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
2610,home goods,7304,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
7858,electronics,1216,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
1384,electronics,4837,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
9380,electronics,4311,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
1587,electronics,1992,pellentesque volutpat dui maecenas tristique est et tempus semper est quam
2651,home goods,1989,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
3314,electronics,2537,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus
7777,electronics,6553,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius
2325,clothing,496,lorem quisque ut erat curabitur gravida nisi at nibh in hac
6053,food,6454,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
2707,food,6809,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
2695,toys,5648,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
7031,food,2190,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
9341,food,2253,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
7015,food,4136,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
8871,clothing,7522,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
4957,home goods,314,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
6587,food,4819,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
8479,toys,9595,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus
2349,food,9453,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst
8781,home goods,5736,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
263,electronics,5846,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
6781,clothing,9693,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
7337,home goods,9632,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
2269,toys,9012,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
2137,electronics,1203,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec
6281,electronics,9010,lobortis est phasellus sit amet erat nulla tempus vivamus in
3982,food,7023,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
9954,home goods,6167,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis
7874,electronics,2521,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
6415,home goods,5483,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
4065,electronics,8279,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
6480,food,5102,sapien a libero nam dui proin leo odio porttitor id
2830,food,7522,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
2136,clothing,1918,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
8300,clothing,2804,enim blandit mi in porttitor pede justo eu massa donec dapibus duis
3797,home goods,9919,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi
433,toys,2008,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
6725,clothing,2841,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
9417,toys,8093,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
2822,clothing,9612,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
6382,toys,6138,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
4757,toys,6624,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
9234,home goods,4754,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
2642,electronics,1985,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
3075,toys,3515,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
9707,clothing,9843,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
7780,clothing,5885,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat
5369,home goods,4089,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id
9974,toys,1377,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices
9371,food,7897,semper sapien a libero nam dui proin leo odio porttitor id consequat in
3837,food,7866,augue a suscipit nulla elit ac nulla sed vel enim sit amet
1511,toys,3308,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero
6525,home goods,5527,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
8678,toys,4216,in leo maecenas pulvinar lobortis est phasellus sit amet erat
6935,food,8108,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
3701,toys,8855,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
70,home goods,4985,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
9462,food,7781,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem
1511,home goods,4315,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
8169,electronics,8053,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta
1063,electronics,8074,mattis egestas metus aenean fermentum donec ut mauris eget massa
6086,electronics,1199,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
1248,clothing,2011,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem
1644,toys,7287,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
7523,toys,3284,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
3191,electronics,1020,vel nisl duis ac nibh fusce lacus purus aliquet at
9037,toys,5005,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus
327,food,4515,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
5313,clothing,8724,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
3134,toys,5574,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
2049,home goods,7789,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
6667,food,814,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
2775,food,8451,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam
5415,home goods,7670,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi
4531,electronics,1188,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
6670,home goods,9183,est donec odio justo sollicitudin ut suscipit a feugiat et
4933,toys,9593,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper
2429,electronics,3301,quis lectus suspendisse potenti in eleifend quam a odio in hac
7972,toys,4069,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in
3534,clothing,3359,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
6959,home goods,4258,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
2484,toys,9238,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
6084,toys,8077,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
5259,clothing,6910,tellus nulla ut erat id mauris vulputate elementum nullam varius
9580,clothing,756,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi
5333,electronics,5961,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
9708,food,7212,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
7572,clothing,9458,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus
7364,home goods,8770,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
3333,food,8169,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
2194,clothing,1758,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
2427,electronics,7800,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
9675,toys,4507,in imperdiet et commodo vulputate justo in blandit ultrices enim
8306,home goods,4813,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
5523,food,9382,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
4904,home goods,9818,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
5143,food,9805,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
6794,toys,3324,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi
3993,electronics,5296,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet
8568,food,3703,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et
1201,home goods,4643,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis
2576,clothing,9887,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
7414,clothing,2428,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
7314,toys,3697,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla
5024,toys,7843,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
980,electronics,2041,sapien cursus vestibulum proin eu mi nulla ac enim in
3061,home goods,4931,lorem quisque ut erat curabitur gravida nisi at nibh in hac
2617,home goods,3086,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
2326,clothing,9983,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
5247,home goods,8845,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
7105,toys,4250,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin
2265,electronics,7549,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
1800,home goods,1238,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
5858,toys,7740,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium
6442,food,2810,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit
9116,clothing,8729,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
2186,electronics,1353,ut erat id mauris vulputate elementum nullam varius nulla facilisi
7255,clothing,9508,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
7173,toys,5182,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue
1059,clothing,9351,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
6648,food,6821,rhoncus dui vel sem sed sagittis nam congue risus semper porta
8276,clothing,2160,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
5136,toys,5078,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
7940,electronics,8377,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum
6421,clothing,1811,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
7942,food,7458,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
3545,toys,3504,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius
333,home goods,7902,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum
8533,food,8315,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus
467,electronics,3677,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
4487,clothing,8300,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam
88,food,1613,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue
2224,home goods,1158,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor
3586,clothing,55,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in
8155,toys,2419,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
2707,home goods,3005,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
7761,clothing,807,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
9890,home goods,295,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
8688,clothing,4940,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
7441,home goods,8678,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
4556,clothing,2512,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
3217,electronics,9949,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
5777,food,1969,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
5057,toys,3975,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
5077,toys,3448,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis
4209,food,4854,id ligula suspendisse ornare consequat lectus in est risus auctor
3716,electronics,8822,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
8704,clothing,1163,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
1357,food,8794,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
2710,home goods,6876,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
5500,electronics,5334,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
4466,home goods,4908,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et
5250,food,3207,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
7816,clothing,907,nunc purus phasellus in felis donec semper sapien a libero nam dui
972,electronics,8747,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in
8658,electronics,7752,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
6925,home goods,8206,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
8865,electronics,1858,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
943,home goods,6970,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
350,electronics,7431,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
3780,clothing,1765,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
7273,food,1336,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
